product_name,brand,product_url,product_type,ingredients,price,ingredients_list,nb_ingredients,volume,volume_unit
Estée Lauder Resilience Multi-Effect Tri-Peptide Eye Crème 15ml,Estée Lauder,https://www.lookfantastic.com/estee-lauder-resilience-multi-effect-tri-peptide-eye-creme-15ml/11995366.html,Eye Care,"Alcohol Denat, Fragrance (Parfum), Water\Aqua\Eau, Dipropylene Glycol, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, BHT, Linalool, Benzyl Salicylate, Hexyl Cinnamal, Alpha-Isomethyl Ionone, Limonene, Geraniol, Citral, Citronellol, Benzyl Alcohol, Farnesol, Amyl Cinnamal.",44.1,"['alcohol denat', 'fragrance (parfum)', 'water\\aqua\\eau', 'dipropylene glycol', 'ethylhexyl methoxycinnamate', 'butyl methoxydibenzoylmethane', 'ethylhexyl salicylate', 'bht', 'linalool', 'benzyl salicylate', 'hexyl cinnamal', 'alpha-isomethyl ionone', 'limonene', 'geraniol', 'citral', 'citronellol', 'benzyl alcohol', 'farnesol', 'amyl cinnamal']",19,15.0,ml
Estée Lauder Revitalising Supreme + Global Anti-ageing Cell Power Crème 30ml,Estée Lauder,https://www.lookfantastic.com/estee-lauder-revitalizing-supreme-global-anti-aging-cell-power-creme-30ml/11432495.html,Moisturiser,"Water\Aqua\Eau, Dimethicone, Glycerin, Isohexadecane, Butylene Glycol, Bis-PEG-18 Methyl Ether Dimethyl Silane, PEG-10 Dimethicone, Disteardimonium Hectorite, Pentylene Glycol, Cucumis Sativus (Cucumber) Fruit Extract, Narcissus Tazetta Bulb Extract, Magnolia Officinalis Bark Extract, Hordeum Vulgare (Barley) Extract\Extrait D'orge, Sigesbeckia Orientalis (St Paul's Wort) Extract, Lens Esculenta (Lentil) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Whey Protein\Lactis Protein\Proteine Du Petit-Lait, Citrullus Vulgaris (Watermelon) Fruit Extract, Moringa Oleifera Seed Extract, Laminaria Digitata Extract, Triticum Vulgare (Wheat) Germ Extract, Opuntia Tuna Extract, Acetyl Hexapeptide-8, Sorbitol, Helianthus Annuus (Sunflower) Seedcake, Caffeine, Algae Extract, Sodium Hyaluronate, Sodium Lactate, Squalane, Polysilicone-11, Isododecane, Tocopheryl Acetate, Sucrose, Acetyl Glucosamine, Polyethylene, Propylene Carbonate, Citric Acid, PEG-32, Propylene Glycol Dicaprate, PEG-6, Isoceteth-20, Sodium Dehydroacetate, Aminopropyl Ascorbyl Phosphate, Fragrance (Parfum), Sodium PCA, Sodium Citrate, Disodium EDTA, BHT, Phenoxyethanol, Iron Oxides (CI 77491).",44.1,"['water\\aqua\\eau', 'dimethicone', 'glycerin', 'isohexadecane', 'butylene glycol', 'bis-peg-18 methyl ether dimethyl silane', 'peg-10 dimethicone', 'disteardimonium hectorite', 'pentylene glycol', 'cucumis sativus (cucumber) fruit extract', 'narcissus tazetta bulb extract', 'magnolia officinalis bark extract', ""hordeum vulgare (barley) extract\\extrait d'orge"", ""sigesbeckia orientalis (st paul's wort) extract"", 'lens esculenta (lentil) fruit extract', 'pyrus malus (apple) fruit extract', 'whey protein\\lactis protein\\proteine du petit-lait', 'citrullus vulgaris (watermelon) fruit extract', 'moringa oleifera seed extract', 'laminaria digitata extract', 'triticum vulgare (wheat) germ extract', 'opuntia tuna extract', 'acetyl hexapeptide-8', 'sorbitol', 'helianthus annuus (sunflower) seedcake', 'caffeine', 'algae extract', 'sodium hyaluronate', 'sodium lactate', 'squalane', 'polysilicone-11', 'isododecane', 'tocopheryl acetate', 'sucrose', 'acetyl glucosamine', 'polyethylene', 'propylene carbonate', 'citric acid', 'peg-32', 'propylene glycol dicaprate', 'peg-6', 'isoceteth-20', 'sodium dehydroacetate', 'aminopropyl ascorbyl phosphate', 'fragrance (parfum)', 'sodium pca', 'sodium citrate', 'disodium edta', 'bht', 'phenoxyethanol', 'iron oxides (ci 77491)']",51,30.0,ml
Estée Lauder Revitalizing Supreme+ Nourishing and Hydrating Dual Phase Treatment Oil 30ml,Estée Lauder,https://www.lookfantastic.com/estee-lauder-revitalizing-supreme-nourishing-and-hydrating-dual-phase-treatment-oil/11794035.html,Oil,"Water\Aqua\Eau, Neopentyl Glycol Diheptanoate, Dicaprylyl Carbonate, Hydrogenated Polyisobutene, Glycerin, Glycereth-26, Propanediol, Oenothera Biennis (Evening Primrose) Oil, Limnanthes Alba (Meadowfoam) Seed Oil, Camelina Sativa Seed Oil, Prunus Armeniaca (Apricot) Kernel Oil, Mangifera Indica (Mango) Seed Oil, Pyrus Malus (Apple) Fruit Extract, Lens Esculenta (Lentil) Fruit Extract, Sigesbeckia Orientalis (St Paul'S Wort) Extract, Sucrose, Algae Extract, Moringa Oleifera Seed Extract, Peg-40 Hydrogenated Castor Oil, Peg-75, Sorbitol, Caprylyl Glycol, Sodium Chloride, Laminaria Digitata Extract, Sodium Hyaluronate, Opuntia Tuna Extract, Caffeine, Tocopheryl Acetate, Simmondsia Chinensis (Jojoba) Seed Oil, Citrullus Vulgaris (Watermelon) Fruit Extract, Choleth-24, Acetyl Hexapeptide-8, Isoceteth-20, Ceteth-24, Hexylene Glycol, Sodium Lactate, Sodium Pca, Butylene Glycol, Tetradecyl Aminobutyroylvalylaminobutyric Urea Trifluoroacetate, Sodium Citrate, Fragrance (Parfum), Citric Acid, Bht, Potassium Sorbate, Phenoxyethanol, Chlorphenesin, Yellow 6 (Ci 15985).",44.1,"['water\\aqua\\eau', 'neopentyl glycol diheptanoate', 'dicaprylyl carbonate', 'hydrogenated polyisobutene', 'glycerin', 'glycereth-26', 'propanediol', 'oenothera biennis (evening primrose) oil', 'limnanthes alba (meadowfoam) seed oil', 'camelina sativa seed oil', 'prunus armeniaca (apricot) kernel oil', 'mangifera indica (mango) seed oil', 'pyrus malus (apple) fruit extract', 'lens esculenta (lentil) fruit extract', ""sigesbeckia orientalis (st paul's wort) extract"", 'sucrose', 'algae extract', 'moringa oleifera seed extract', 'peg-40 hydrogenated castor oil', 'peg-75', 'sorbitol', 'caprylyl glycol', 'sodium chloride', 'laminaria digitata extract', 'sodium hyaluronate', 'opuntia tuna extract', 'caffeine', 'tocopheryl acetate', 'simmondsia chinensis (jojoba) seed oil', 'citrullus vulgaris (watermelon) fruit extract', 'choleth-24', 'acetyl hexapeptide-8', 'isoceteth-20', 'ceteth-24', 'hexylene glycol', 'sodium lactate', 'sodium pca', 'butylene glycol', 'tetradecyl aminobutyroylvalylaminobutyric urea trifluoroacetate', 'sodium citrate', 'fragrance (parfum)', 'citric acid', 'bht', 'potassium sorbate', 'phenoxyethanol', 'chlorphenesin', 'yellow 6 (ci 15985)']",47,30.0,ml
Estée Lauder Take It Away Gentle Eye and Lip Longwear Makeup Remover 100ml,Estée Lauder,https://www.lookfantastic.com/estee-lauder-take-it-away-gentle-eye-and-lip-longwear-makeup-remover-100ml/11141639.html,Eye Care,"Water\Aqua\Eau, Cyclopentasiloxane, Isohexadecane, Cucumis Sativus (Cucumber) Fruit Extract, Rosa Damascena (Rose) Flower Water, Aloe Barbadensis Leaf Juice, Peg-4 Dilaurate, Butylene Glycol, Dimethicone, Lauryl Methyl Gluceth-10 Hydroxypropyldimonium Chloride, Potassium Phosphate, Sodium Chloride, Hexylene Glycol, Dipotas",18.9,"['water\\aqua\\eau', 'cyclopentasiloxane', 'isohexadecane', 'cucumis sativus (cucumber) fruit extract', 'rosa damascena (rose) flower water', 'aloe barbadensis leaf juice', 'peg-4 dilaurate', 'butylene glycol', 'dimethicone', 'lauryl methyl gluceth-10 hydroxypropyldimonium chloride', 'potassium phosphate', 'sodium chloride', 'hexylene glycol', 'dipotas']",14,100.0,ml
Eucerin Anti-Pigment SPF30 Day Cream 50ml,Eucerin,https://www.lookfantastic.com/eucerin-anti-pigment-spf30-day-cream-50ml/12034025.html,Moisturiser,"Aqua, Homosalate, Alcohol Denat, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Ethylhexyl Triazone, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Butylene Glycol, Dicaprylate/Dicaprate, Tapioca Starch, Distarch Phosphate, C12-15 Alkyl Benzoate, Phenylbenzimidazole Sulfonic Acid, Isobutylamido Thiazolyl Resorcinol, Glycyrrhiza Inflata Root Extract, Tocopherol, Glucosylrutin, Isoquercitrin, Glycerin, Cetyl Alcohol, Stearyl Alcohol, Sodium Chloride, Xanthan Gum, Carbomer, Sodium Hydroxide, Glyceryl Stearate, Sodium Stearoyl Glutamate, Dimethicone, Phenoxyethanol, Trisodium EDTA, Parfum.",25.0,"['aqua', 'homosalate', 'alcohol denat', 'butyl methoxydibenzoylmethane', 'ethylhexyl salicylate', 'ethylhexyl triazone', 'bis-ethylhexyloxyphenol methoxyphenyl triazine', 'butylene glycol', 'dicaprylate/dicaprate', 'tapioca starch', 'distarch phosphate', 'c12-15 alkyl benzoate', 'phenylbenzimidazole sulfonic acid', 'isobutylamido thiazolyl resorcinol', 'glycyrrhiza inflata root extract', 'tocopherol', 'glucosylrutin', 'isoquercitrin', 'glycerin', 'cetyl alcohol', 'stearyl alcohol', 'sodium chloride', 'xanthan gum', 'carbomer', 'sodium hydroxide', 'glyceryl stearate', 'sodium stearoyl glutamate', 'dimethicone', 'phenoxyethanol', 'trisodium edta', 'parfum']",31,50.0,ml
Eucerin® Anti-Age Hyaluron-Filler Eye Cream SPF 15 + UVA Protection (15ml),Eucerin,https://www.lookfantastic.com/eucerin-anti-age-hyaluron-filler-eye-cream-spf-15-uva-protection-15ml/11116004.html,Eye Care,"Aqua, Glycerin, Butylene Glycol Dicaprylate/Dicaprate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Methylpropanediol, Synthetic Beeswax, Behenyl Alcohol, Ethylhexyl Triazone, Hydrogenated Coco-Glycerides, Octyldodecanol, Stearyl Alcohol, Cetyl Palmitate, Glyceryl Stearate Citrate, Glycine Soja Germ Extract, Aluminum Starch Octenylsuccinate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Dimethicone, Sodium Hyaluronate, Methyl Methacrylate Crosspolymer, Trisodium EDTA, Carbomer, Ethylhexylglycerin, 1,2-Hexanediol, Phenoxyethanol.",24.5,"['aqua', 'glycerin', 'butylene glycol dicaprylate/dicaprate', 'diethylamino hydroxybenzoyl hexyl benzoate', 'methylpropanediol', 'synthetic beeswax', 'behenyl alcohol', 'ethylhexyl triazone', 'hydrogenated coco-glycerides', 'octyldodecanol', 'stearyl alcohol', 'cetyl palmitate', 'glyceryl stearate citrate', 'glycine soja germ extract', 'aluminum starch octenylsuccinate', 'bis-ethylhexyloxyphenol methoxyphenyl triazine', 'dimethicone', 'sodium hyaluronate', 'methyl methacrylate crosspolymer', 'trisodium edta', 'carbomer', 'ethylhexylglycerin', '1,2-hexanediol', 'phenoxyethanol']",24,15.0,ml
Eve Lom Cleanser 100ml,Eve Lom,https://www.lookfantastic.com/eve-lom-cleanser-100ml/10365659.html,Cleanser,"Paraffinum Liquidum (Mineral Oil), Peg-30 Lanolin, Cetearyl Alcohol, Bis-Diglyceryl Polyacyladipate-2, Aluminum Stearate, Theobroma Cacao (Cocoa) Seed Butter, Peg-75 Lanolin, Eugenia Caryophyllus (Clove) Leaf Oil, Humulus Lupulus (Hops) Oil, Chamomilla Recutita (Matricaria) Flower Oil, Eucalyptus Globulus Leaf Oil, BHT.",55.0,"['paraffinum liquidum (mineral oil)', 'peg-30 lanolin', 'cetearyl alcohol', 'bis-diglyceryl polyacyladipate-2', 'aluminum stearate', 'theobroma cacao (cocoa) seed butter', 'peg-75 lanolin', 'eugenia caryophyllus (clove) leaf oil', 'humulus lupulus (hops) oil', 'chamomilla recutita (matricaria) flower oil', 'eucalyptus globulus leaf oil', 'bht']",12,100.0,ml
Eve Lom Cleanser 200ml,Eve Lom,https://www.lookfantastic.com/eve-lom-cleanser-200ml/10363611.html,Cleanser,"Paraffinum Liquidum (Mineral Oil), Peg-30 Lanolin, Cetearyl Alcohol, Bis-Diglyceryl Polyacyladipate-2, Aluminum Stearate, Theobroma Cacao (Cocoa) Seed Butter, Peg-75 Lanolin, Eugenia Caryophyllus (Clove) Leaf Oil, Humulus Lupulus (Hops) Oil, Chamomilla Recutita (Matricaria) Flower Oil, Eucalyptus Globulus Leaf Oil, BHT.",85.0,"['paraffinum liquidum (mineral oil)', 'peg-30 lanolin', 'cetearyl alcohol', 'bis-diglyceryl polyacyladipate-2', 'aluminum stearate', 'theobroma cacao (cocoa) seed butter', 'peg-75 lanolin', 'eugenia caryophyllus (clove) leaf oil', 'humulus lupulus (hops) oil', 'chamomilla recutita (matricaria) flower oil', 'eucalyptus globulus leaf oil', 'bht']",12,200.0,ml
Eve Lom Face Mist 15ml,Eve Lom,https://www.lookfantastic.com/eve-lom-face-mist-15ml/12061603.html,Mist,"AQUA (WATER), ROSA DAMASCENA FLOWER WATER, PROPANEDIOL, BETAINE, XYLITYLGLUCOSIDE, MARIS AQUA (SEA WATER), ZINC PCA, ANHYDROXYLITOL, ECTOIN, XYLITOL, POLYGLYCERYL-4 CAPRATE, POTASSIUM SORBATE, DISODIUM EDTA, POLYQUATERNIUM-51, TEPHROSIA PURPUREA SEED EXTRACT, MAGNESIUM ASPARTATE, ZINC GLUCONATE, ROSA DAMASCENA FLOWER OIL, PHENOXYETHANOL, COPPER GLUCONATE, HYDROLYZED RHODOPHYCEAE EXTRACT, ETHYLHEXYLGLYCERIN, GERANIOL, CITRONELLOL.",12.0,"['aqua (water)', 'rosa damascena flower water', 'propanediol', 'betaine', 'xylitylglucoside', 'maris aqua (sea water)', 'zinc pca', 'anhydroxylitol', 'ectoin', 'xylitol', 'polyglyceryl-4 caprate', 'potassium sorbate', 'disodium edta', 'polyquaternium-51', 'tephrosia purpurea seed extract', 'magnesium aspartate', 'zinc gluconate', 'rosa damascena flower oil', 'phenoxyethanol', 'copper gluconate', 'hydrolyzed rhodophyceae extract', 'ethylhexylglycerin', 'geraniol', 'citronellol']",24,15.0,ml
Eve Lom Radiance Face Mist 48ml,Eve Lom,https://www.lookfantastic.com/eve-lom-radiance-face-mist-48ml/11734868.html,Mist,"Aqua (Water), Rosa Damascena Flower Water, Propanediol, Betaine, Xylitylglucoside, Maris Aqua (Sea Water), Zinc Pca, Anhydroxylitol, Ectoin, Xylitol, Polyglyceryl-4 Caprate, Potassium Sorbate, Disodium Edta, Polyquaternium-51, Tephrosia Purpurea Seed Extract, Magnesium Aspartate, Zinc Gluconate, Geraniol, Rosa Damascena Flower Oil, Phenoxyethanol, Citronellol, Copper Gluconate, Hydrolyzed Rhodophyceae Extract, Ethylhexylglycerin.",38.0,"['aqua (water)', 'rosa damascena flower water', 'propanediol', 'betaine', 'xylitylglucoside', 'maris aqua (sea water)', 'zinc pca', 'anhydroxylitol', 'ectoin', 'xylitol', 'polyglyceryl-4 caprate', 'potassium sorbate', 'disodium edta', 'polyquaternium-51', 'tephrosia purpurea seed extract', 'magnesium aspartate', 'zinc gluconate', 'geraniol', 'rosa damascena flower oil', 'phenoxyethanol', 'citronellol', 'copper gluconate', 'hydrolyzed rhodophyceae extract', 'ethylhexylglycerin']",24,48.0,ml
Eve Lom Rescue Mask (100ml),Eve Lom,https://www.lookfantastic.com/eve-lom-rescue-mask-100ml/10365803.html,Mask,"Kaolin, Aqua (Water), Glycerin, Alcohol Denat., Mel (Honey), Prunus Amygdalus Dulcis (Almond Meal And Extract), Camphor, Magnesium Aluminum Silicate, Sodium Chloride, Allantoin, Aluminum Chlorohydrate, Propylene Glycol, Calcium Chloride.",55.0,"['kaolin', 'aqua (water)', 'glycerin', 'alcohol denat', 'mel (honey)', 'prunus amygdalus dulcis (almond meal and extract)', 'camphor', 'magnesium aluminum silicate', 'sodium chloride', 'allantoin', 'aluminum chlorohydrate', 'propylene glycol', 'calcium chloride']",13,100.0,ml
Face by Skinny Tan Moisturising Oil Drops 30ml,Face by Skinny Tan,https://www.lookfantastic.com/face-by-skinny-tan-moisturising-oil-drops-30ml/11781508.html,Oil,"Aqua (water), Dihydroxyacetone, Peg-40 Hydrogenated Castor Oil, Glycerin, Caramel, Xanthan Gum, Sodium Metabisulfite, Ethylhexylglycerin, Parfum (fragrance), Aloe Barbadensis (aloe Vera) Leaf Juice, Paullinia Cupana (guarana) Seed Extract, Citric Acid, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate.",14.99,"['aqua (water)', 'dihydroxyacetone', 'peg-40 hydrogenated castor oil', 'glycerin', 'caramel', 'xanthan gum', 'sodium metabisulfite', 'ethylhexylglycerin', 'parfum (fragrance)', 'aloe barbadensis (aloe vera) leaf juice', 'paullinia cupana (guarana) seed extract', 'citric acid', 'phenoxyethanol', 'sodium benzoate', 'potassium sorbate']",15,30.0,ml
Fade Out ADVANCED + Age Protection Even Skin Tone Day Cream SPF 25 50ml,Fade Out,https://www.lookfantastic.com/fade-out-advanced-age-protection-even-skin-tone-day-cream-spf-25-50ml/11490811.html,Moisturiser,"Aqua (Water), Ethylhexyl Methoxycinnamate, Sodium Lactate, Homosalate, Lactic Acid, Cetearyl Alcohol, Glyceryl Stearate, PEG-100 Stearate, Dimethicone, Glycerin, Stearyl Alcohol, Hexylene Glycol, Niacinamide, Titanium Dioxide (Nano), Ceteareth-20, Phenoxyethanol, Sucrose Palmitate, Tocopheryl Acetate, Parfum (Fragrance), Sodium Saccharin, Panthenol, Glyceryl Linoleate, Alumina, Ethylhexylglycerin, Glycyrrhiza Glabra (Licorice) Root Extract, Morus Nigra Leaf Extract, Disodium EDTA, Simethicone, Glyceryl Oleate, Sodium Hyaluronate, Potassium Sorbate, Ascorbyl Palmitate, Tocopherol, Citric Acid, Citronellol, Linalool, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde.",12.99,"['aqua (water)', 'ethylhexyl methoxycinnamate', 'sodium lactate', 'homosalate', 'lactic acid', 'cetearyl alcohol', 'glyceryl stearate', 'peg-100 stearate', 'dimethicone', 'glycerin', 'stearyl alcohol', 'hexylene glycol', 'niacinamide', 'titanium dioxide (nano)', 'ceteareth-20', 'phenoxyethanol', 'sucrose palmitate', 'tocopheryl acetate', 'parfum (fragrance)', 'sodium saccharin', 'panthenol', 'glyceryl linoleate', 'alumina', 'ethylhexylglycerin', 'glycyrrhiza glabra (licorice) root extract', 'morus nigra leaf extract', 'disodium edta', 'simethicone', 'glyceryl oleate', 'sodium hyaluronate', 'potassium sorbate', 'ascorbyl palmitate', 'tocopherol', 'citric acid', 'citronellol', 'linalool', 'hydroxyisohexyl 3-cyclohexene carboxaldehyde']",37,50.0,ml
Fade Out ADVANCED Even Skin Tone Day Cream SPF 25 50ml,Fade Out,https://www.lookfantastic.com/fade-out-advanced-even-skin-tone-day-cream-spf-25-50ml/11284054.html,Moisturiser,"Aqua (Water), Ethylhexyl Methoxycinnamate, Sodium Lactate, Homosalate, Lactic Acid, Cetearyl Alcohol, Glyceryl Stearate, PEG-100 Stearate, Dimethicone, Glycerin, Stearyl Alcohol, Hexylene Glycol, Niacinamide, Titanium Dioxide, Ceteareth 20, Phenoxyethanol, Parfum (Fragrance), Sodium Saccharin, Tocopheryl Acetate, Panthenol, Alumina, Ethylhexylglycerin, Glycyrrhiza Glabra (Licorice) Root Extract, Morus Nigra Leaf Extract, Arbutin, Disodium EDTA, Simethicone, Glyceryl Oleate, Ascorbyl Palmitate, Tocopherol, Ascorbic Acid Polypeptide, Citric Acid, Citronellol, Linalool, Hydroxyisohexyl 3-Cyclohexene.",9.99,"['aqua (water)', 'ethylhexyl methoxycinnamate', 'sodium lactate', 'homosalate', 'lactic acid', 'cetearyl alcohol', 'glyceryl stearate', 'peg-100 stearate', 'dimethicone', 'glycerin', 'stearyl alcohol', 'hexylene glycol', 'niacinamide', 'titanium dioxide', 'ceteareth 20', 'phenoxyethanol', 'parfum (fragrance)', 'sodium saccharin', 'tocopheryl acetate', 'panthenol', 'alumina', 'ethylhexylglycerin', 'glycyrrhiza glabra (licorice) root extract', 'morus nigra leaf extract', 'arbutin', 'disodium edta', 'simethicone', 'glyceryl oleate', 'ascorbyl palmitate', 'tocopherol', 'ascorbic acid polypeptide', 'citric acid', 'citronellol', 'linalool', 'hydroxyisohexyl 3-cyclohexene']",35,50.0,ml
Fade Out Advanced Even Skin Tone Eye Defence Cream 15ml,Fade Out,https://www.lookfantastic.com/fade-out-advanced-even-skin-tone-eye-defence-cream-15ml/11284058.html,Eye Care,"Aqua (Water), Ethylhexyl Methoxycinnamate, Homosalate, Glycerin, Dimethicone, Propylene Glycol, Titanium Dioxide, Niacinamide, Phenoxyethanol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sucrose Palmitate, Hexylresorcinol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Squalane, Triethanolamine, Glyceryl Linoleate, Tocopheryl Acetate, Sodium Sulfite, Alumina, Disodium EDTA, Ethylhexylglycerin, Steareth-20, Polysorbate 60, Simethicone, Potassium Sorbate, Sodium Hyaluronate, Glyceryl Oleate, Chlorhexidine Digluconate, Sorbitan Isostearate, Ascorbyl Palmitate, Tocopherol, N-Hydroxysuccinimide, Chrysin, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7, Citric Acid.",9.99,"['aqua (water)', 'ethylhexyl methoxycinnamate', 'homosalate', 'glycerin', 'dimethicone', 'propylene glycol', 'titanium dioxide', 'niacinamide', 'phenoxyethanol', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer', 'sucrose palmitate', 'hexylresorcinol', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'squalane', 'triethanolamine', 'glyceryl linoleate', 'tocopheryl acetate', 'sodium sulfite', 'alumina', 'disodium edta', 'ethylhexylglycerin', 'steareth-20', 'polysorbate 60', 'simethicone', 'potassium sorbate', 'sodium hyaluronate', 'glyceryl oleate', 'chlorhexidine digluconate', 'sorbitan isostearate', 'ascorbyl palmitate', 'tocopherol', 'n-hydroxysuccinimide', 'chrysin', 'palmitoyl oligopeptide', 'palmitoyl tetrapeptide-7', 'citric acid']",36,15.0,ml
Fade Out ADVANCED Even Skin Tone Night Cream 50ml,Fade Out,https://www.lookfantastic.com/fade-out-advanced-even-skin-tone-night-cream-50ml/11284055.html,Moisturiser,"Aqua (Water), Sodium Lactate, C12-15 Alkyl Benzoate, Lactic Acid, Dimethicone, Glyceryl Stearate, PEG-100 Stearate, Cetearyl Alcohol, Glycerin, Stearyl Alcohol, Hexylene Glycol, Niacinamide, Ceteareth 20, Phenoxyethanol, Inulin, Rosa Canina Fruit Oil, Parfum (Fragrance), Sodium Saccharin, Panthenol, Tocopheryl Acetate, Plukenetia Volubilis Seed Oil, Ethylhexylglycerin, Alpha-Glucan Oligosaccharide, Arbutin, Morus Nigra Leaf Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Disodium EDTA, Glyceryl Oleate, Tocopherol, Ascorbyl Palmitate, Ascorbic Acid Polypeptide, Citric Acid, Citronellol, Linalool, Hydroxyisohexyl 3-Cyclohexene.",9.99,"['aqua (water)', 'sodium lactate', 'c12-15 alkyl benzoate', 'lactic acid', 'dimethicone', 'glyceryl stearate', 'peg-100 stearate', 'cetearyl alcohol', 'glycerin', 'stearyl alcohol', 'hexylene glycol', 'niacinamide', 'ceteareth 20', 'phenoxyethanol', 'inulin', 'rosa canina fruit oil', 'parfum (fragrance)', 'sodium saccharin', 'panthenol', 'tocopheryl acetate', 'plukenetia volubilis seed oil', 'ethylhexylglycerin', 'alpha-glucan oligosaccharide', 'arbutin', 'morus nigra leaf extract', 'glycyrrhiza glabra (licorice) root extract', 'disodium edta', 'glyceryl oleate', 'tocopherol', 'ascorbyl palmitate', 'ascorbic acid polypeptide', 'citric acid', 'citronellol', 'linalool', 'hydroxyisohexyl 3-cyclohexene']",35,50.0,ml
FARMACY Green Clean Make Up Meltaway Cleansing Balm 100ml,FARMACY,https://www.lookfantastic.com/farmacy-green-clean-make-up-meltaway-cleansing-balm-100ml/11787600.html,Cleanser,"Cetyl Ethylhexanoate, Caprylic/Capric Triglyceride, Peg-20 Glyceryl Triisostearate, Peg-10 Isostearate, Polyethylene, Phenoxyethanol, Sorbitan Sesquioleate, Citrus Aurantifolia (Lime) Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract, Amino Esters-1, Citrus Aurantium Dulcis (Orange) Peel Oil, Amber Powder, Cananga Odorata Flower Oil, Coccinia Indica Fruit Extract, Solanum Melongena (Eggplant) Fruit Extract, Curcuma Longa (Turmeric) Root Extract, Ocimum Sanctum Leaf Extract, Corallina Officinalis Extract, Moringa Oleifera Seed Oil, Zingiber Officinale (Ginger) Root Oil, Helianthus Annuus (Sunflower) Seed Oil, Water/ Aqua/ Eau, Glycerin, Butylene Glycol, Echinacea Purpurea Root Extract, Carica Papaya (Papaya) Fruit Extract, Moringa Pterygosperma Seed Extract, Disodium Phosphate, Citric Acid.",32.0,"['cetyl ethylhexanoate', 'caprylic/capric triglyceride', 'peg-20 glyceryl triisostearate', 'peg-10 isostearate', 'polyethylene', 'phenoxyethanol', 'sorbitan sesquioleate', 'citrus aurantifolia (lime) oil', 'citrus aurantium bergamia (bergamot) fruit oil', 'melia azadirachta leaf extract', 'melia azadirachta flower extract', 'amino esters-1', 'citrus aurantium dulcis (orange) peel oil', 'amber powder', 'cananga odorata flower oil', 'coccinia indica fruit extract', 'solanum melongena (eggplant) fruit extract', 'curcuma longa (turmeric) root extract', 'ocimum sanctum leaf extract', 'corallina officinalis extract', 'moringa oleifera seed oil', 'zingiber officinale (ginger) root oil', 'helianthus annuus (sunflower) seed oil', 'water/ aqua/ eau', 'glycerin', 'butylene glycol', 'echinacea purpurea root extract', 'carica papaya (papaya) fruit extract', 'moringa pterygosperma seed extract', 'disodium phosphate', 'citric acid']",31,100.0,ml
Filorga Foam Cleanser 150ml,Filorga,https://www.lookfantastic.com/filorga-foam-cleanser-150ml/11395479.html,Cleanser,"Aqua, Sodium Laureth Sulfate, Butylene Glycol, Peg-8, Caprylyl/Capryl Glucoside, Coco-Betaine, Sodium Chloride, Sodium Methyl Cocoyl Taurate, Parfum, Phenoxyethanol, Sodium Hyaluronate, 1,2-Hexanediol, Caprylyl Glycol, Ethylhexylglycerin, Citric Acid, Sodium Cocoyl Isethionate, Maltodextrin, Methylisothiazolinone, Lilium Candidum Flower Extract.",20.0,"['aqua', 'sodium laureth sulfate', 'butylene glycol', 'peg-8', 'caprylyl/capryl glucoside', 'coco-betaine', 'sodium chloride', 'sodium methyl cocoyl taurate', 'parfum', 'phenoxyethanol', 'sodium hyaluronate', '1,2-hexanediol', 'caprylyl glycol', 'ethylhexylglycerin', 'citric acid', 'sodium cocoyl isethionate', 'maltodextrin', 'methylisothiazolinone', 'lilium candidum flower extract']",19,150.0,ml
Filorga Hydra-Filler Mask 23g,Filorga,https://www.lookfantastic.com/filorga-hydra-filler-mask-23g/11395502.html,Mask,"Aqua (water), glycerin, pentylene glycol, xanthan gum, polysorbate 20, sodium hyaluronate, sodium pca, sodium lactate, parfum (fragrance), tetrasodium glutamate diacetate, citric acid, aloe barbadensis leaf juice powder, fructose, glycine, niacinamide, sodium benzoate, urea, sodium hydroxide, inositol.",10.0,"['aqua (water)', 'glycerin', 'pentylene glycol', 'xanthan gum', 'polysorbate 20', 'sodium hyaluronate', 'sodium pca', 'sodium lactate', 'parfum (fragrance)', 'tetrasodium glutamate diacetate', 'citric acid', 'aloe barbadensis leaf juice powder', 'fructose', 'glycine', 'niacinamide', 'sodium benzoate', 'urea', 'sodium hydroxide', 'inositol']",19,23.0,g
